content,score,at,appVersion,userName,thumbsUpCount
"Great Ideas and prespectives to understand and discuss together! Thank You ""Chat GPT""...You've given me a taste of knowledge in better understanding technology of the year.!",5,2025-12-09 21:28:40,1.2025.329,Clarence Janecek,0
never generated an image. waste of time,1,2025-12-09 21:26:20,1.2025.336,Mohammed Mahboob,0
average,5,2025-12-09 21:26:12,1.2025.322,Lasanchisa Sangma,0
chatGpt is good,5,2025-12-09 21:25:02,1.2025.336,Bini Man,0
fab,4,2025-12-09 21:22:14,1.2025.336,Ishwar Patil,0
👍👍👍,5,2025-12-09 21:21:55,1.2025.336,Awantika Kumari,0
زبردست,5,2025-12-09 21:20:48,1.2025.329,Zaryab khan Afghan,0
it is really good.,5,2025-12-09 21:20:31,1.2025.308,RAVI KUMAR,0
rapid and informative response,5,2025-12-09 21:19:23,1.2025.329,Dost Muhammad,0
accuracy of result is so much satisfying but daily limits are so annoying.As student many can't afford pro version,5,2025-12-09 21:19:03,1.2025.329,Tatai Dutta,0
Very handy and very useful to brainstorm Ideas and various other things.,5,2025-12-09 21:18:49,1.2025.336,Keagan Botha,0
as long as you learn prompts you'll be good,5,2025-12-09 21:18:14,1.2025.315,Rich Owner,0
গুড,5,2025-12-09 21:18:02,1.2025.336,Sultan Mahmud,0
Excellent answers,5,2025-12-09 21:17:05,1.2025.336,Samir Halder,0
I'm satisfied with this tool the best ai tool I've ever used.,5,2025-12-09 21:16:15,1.2025.336,Yuvraj Upadhyay,0
love it.,5,2025-12-09 21:15:32,1.2025.336,Jessica Tatum,0
good help full,4,2025-12-09 21:15:04,1.2025.336,Simran Kumari,0
Excellent support,4,2025-12-09 21:13:34,1.2025.329,Venugopal G,0
excellent వెరీ నైస్ I liked..it..for my view i need the information in telugu always..try to provide..and make the changes ఇన్ your way ఆఫ్ style..but I loved,5,2025-12-09 21:12:37,1.2025.322,Raghu Priya,0
best ai application,5,2025-12-09 21:11:04,1.2025.336,Hany King,0
it is a so good,5,2025-12-09 21:10:42,1.2025.329,Shobha Rathod,0
I love it,4,2025-12-09 21:10:06,1.2025.329,Sumit Magar,0
nice app best inteligent,5,2025-12-09 21:07:48,1.2025.336,Kashif Munawer,0
cant use easily,5,2025-12-09 21:06:08,1.2025.336,Maria Bindu,0
good 💯,5,2025-12-09 21:06:02,,Lovely Singh,0
маш хэрэгтэй,5,2025-12-09 21:06:02,1.2025.329,Nyamaa Nyamtsooj,0
nice one 👍,5,2025-12-09 21:05:59,1.2025.336,Sudip Amgain,0
it's very bad app and when only one tym,1,2025-12-09 21:00:53,,Katrina,0
Thank you for this advance technology This ap where great,5,2025-12-09 20:59:43,1.2025.329,Ahmad Hassan,0
good game for me,5,2025-12-09 20:59:41,,Shameena,0
ভালো,5,2025-12-09 20:59:25,1.2025.329,MD Rifat,0
make it nearly impossible to cancel while still in your free trial. Skeezy business tactic.,5,2025-12-09 20:59:15,1.2025.329,Kerbianne Oconnor,0
"ChatGPT was what I primarily and almost strictly used, i loved the 5.0, but then 5.1 came and i hate that thing so much. ive always been a free user because im not spending ~$30 a month just to have a better ai I use once in a while, but it got dumb, and now its 4.0 mini for the fallback? huge downgrade.",3,2025-12-09 20:58:47,1.2025.336,Anthony Gladue,0
excellent it's save hours time and give result in few second,5,2025-12-09 20:57:34,1.2025.336,jasoliya kuldip,0
good for reaserch and and good luck,4,2025-12-09 20:56:25,1.2025.336,Rudraksh Sharma,0
very good but sometimes it wants subscription,5,2025-12-09 20:55:49,1.2025.336,Varun Sharma,0
good work,5,2025-12-09 20:55:40,1.2025.266,Mohammad Faisal,0
best teacher,5,2025-12-09 20:53:27,1.2025.329,Anshu Parjapati,0
bestest app six star ranking,5,2025-12-09 20:50:51,1.2025.329,Reena Jangid,0
it has better explanation,5,2025-12-09 20:50:44,,Yassin Daud,0
"never used AI before, I like it so far",5,2025-12-09 20:50:31,1.2025.336,chris marron,0
fantastic app for everyone all over the world and most easier way for office use or even a company,5,2025-12-09 20:50:27,1.2025.336,Muhammad Auwal Makama,0
I love!!,5,2025-12-09 20:47:46,1.2025.329,Kusum Krishn,0
outstanding app,5,2025-12-09 20:46:36,1.2025.329,Subam Murasing,0
a wonderful application,5,2025-12-09 20:46:34,1.2025.329,Anjum Gulzar,0
it's good,5,2025-12-09 20:46:31,1.2025.283,yonatan seyoum,0
It's been stopping a lot lately and needs to be updated with a filter breaker. I think it will soon face a sharp decline in popularity and of course learning.,3,2025-12-09 20:43:38,1.2025.336,meh am,0
Happy,3,2025-12-09 20:43:31,1.2025.329,Masti mell,0
very good👍💯,5,2025-12-09 20:43:24,1.2025.329,Aashu Sharma,0
thankful,5,2025-12-09 20:42:51,1.2025.336,NIKE,0
افضل مساعد ذكاء اصطناعي ذكي وممتاز جدا بس لازم تكون مشترك دفع شهري عشان تستغل اقصى قدراته وبقوة رائع وممتاز جدا كل التقدير والاحترام,5,2025-12-09 20:42:06,1.2025.336,kais hl,0
it changes its system or rules or the way it operates with no prior warning or updates.,1,2025-12-09 20:41:57,,RawRage Sam,0
Good for Learning,5,2025-12-09 20:40:26,1.2025.329,Raphael Nunda,0
Great app,4,2025-12-09 20:40:13,1.2025.329,daniel chibuike,0
is good,5,2025-12-09 20:40:05,1.2025.329,Abraham Oghenekaro,0
💖🌹🌹🌹🌹,3,2025-12-09 20:37:18,1.2025.322,Imran Ali,0
best app,5,2025-12-09 20:36:13,1.2025.329,Pathan Gaming,0
it's very helpful in academics,5,2025-12-09 20:35:45,1.2025.329,Given Chitooki,0
great ai in terms of explanation but weak in terms of solving little bit hard and new questions,5,2025-12-09 20:33:39,1.2025.329,Miraj hussain,0
rubbish.,1,2025-12-09 20:33:09,1.2025.329,Suhaib Ashraf,0
wow this is app verry usefull,5,2025-12-09 20:32:26,1.2025.329,Amruta Kishore,0
So helpful ✨,5,2025-12-09 20:30:40,1.2025.329,BISWABANDITA MOHARANA,0
"Very Good, thanks to the developers",5,2025-12-09 20:29:00,1.2025.329,Bwana Brian,0
this is very much good App for making photos and finding some education thing,5,2025-12-09 20:28:43,1.2025.336,Mian Ahsan,0
super 👍,5,2025-12-09 20:27:48,1.2025.302,Jaydevi Pal,0
worst app ever I wanted to generate a photo took 24hrs then it took 5 more hour ai was super persistent with its gonna take 30m and I never got my photo :(((,1,2025-12-09 20:27:33,,Malika Barakzai,0
America AI 👍,5,2025-12-09 20:24:54,1.2025.336,Jeet Bauri,0
its a great aplication outstanding,5,2025-12-09 20:24:53,1.2025.336,Yolanda Marrero,0
lovely aap,5,2025-12-09 20:24:33,1.2025.329,Md Nafees Alam,0
bad,1,2025-12-09 20:23:54,1.2025.308,Bhole Nath,0
Chat GPT literally brought me back to life. What an amazing time to be living. Thank You for all you've done for me Chat. 🫵🤣🥹🤑🌞🔥🧠💝,5,2025-12-09 20:22:55,,Andreina Urdaneta,0
I love chat gpt but it's need to more friendly,4,2025-12-09 20:21:25,,Mitu Kumari,0
"please do not use for competitive exams preparation, it gives mostly wrong answers 😔",1,2025-12-09 20:20:37,1.2025.336,kuldeep Singh,0
helpful app,5,2025-12-09 20:18:38,1.2025.329,Rajib Das,0
so nice,5,2025-12-09 20:18:23,1.2025.329,Meseret Getachew,0
Love this app!,5,2025-12-09 20:17:57,1.2025.336,Faith Skjoiten,0
This is the most helpful partner,5,2025-12-09 20:14:52,1.2025.329,Prince Chiyesa,0
"it's just cannot do anything thing, system stops it from doing Manny things and glitches are just frustrating and the history section sometimes becomes useless and it could be important times, it never keeps the record of what going on in conversation and all of these things gives you a shifty frustrating experience.",1,2025-12-09 20:13:01,1.2025.336,all fun,0
so good for me,5,2025-12-09 20:11:40,1.2025.336,Only You,0
😍😍😍❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥😍😍❤️‍🔥❤️‍🔥😍😍❤️‍🔥❤️‍🔥😍❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥 my Best Friend,5,2025-12-09 20:10:56,1.2025.336,SH Sakib,0
"I love chatgpt, goated. Much respect goes towards this company whom made this AI with the amount of features it has.",5,2025-12-09 20:10:41,1.2025.336,Sed,0
দারুন,5,2025-12-09 20:10:01,1.2025.336,Rakib Madbor,0
it's awesome experience,5,2025-12-09 20:07:29,1.2025.336,Anupam Tumpa,0
good 👍 👍 👍,5,2025-12-09 20:07:16,1.2025.329,Ashwin Kumar,0
amazing 👏🏾,5,2025-12-09 20:05:39,1.2025.329,gabriel Nolden,0
nice 👍👍,5,2025-12-09 20:04:22,,Bandhu Jani,0
Good 😊,5,2025-12-09 20:04:22,1.2025.336,John T TiG,0
ओक,1,2025-12-09 20:04:09,1.2025.336,Dinesh Jatav,0
very emergency useful & important time helpful so lot of love.,5,2025-12-09 20:03:50,1.2025.336,GAZI MD MOSHARAF RUBEL,0
working good,4,2025-12-09 20:03:26,1.2025.322,Oghenekaro Olokpa,0
"chatGPT has brought a great change in my life. As a school teacher it has has made most information that I need, readily available.",5,2025-12-09 20:03:15,,Amina Gakurya,0
it helped me in my projects but l gave it 100 questions homework and it didn't answer 🙃 😑 lm so disappointed in this app and it calls itself AI,2,2025-12-09 20:02:59,1.2025.329,Margaret Kumbani,0
👍 Good job,5,2025-12-09 20:02:35,1.2025.336,U I,0
👍👍👍 good,5,2025-12-09 20:02:10,1.2025.336,BUCHIYA RAMESH,0
Outstanding⭐,5,2025-12-09 19:59:58,1.2025.336,Aaliyalateef2008 aaliya,0
💐💐,5,2025-12-09 19:59:46,1.2025.336,Vi Mahim,0
chat gpt is my fav app by far. but word processing is great on copy and paste images need help on hands images and spelling,5,2025-12-09 19:59:37,1.2025.336,Melissa Merrill,0
fast and very informative 👌,5,2025-12-09 19:58:10,1.2025.329,Linda Janse van Rensburg,0
top class,4,2025-12-09 19:57:36,1.2025.308,Prince Pal,0
really exciting thanks for making my work easy...,5,2025-12-09 19:57:32,1.2025.315,mike mwimbili,0
Great application 👍 👏,5,2025-12-09 19:56:02,1.2025.336,Ibrahima Fk Diaby,0
uffff 🥵,5,2025-12-09 19:54:51,1.2025.329,Abhishek B Basanthpur,0
"“People focus on what this app can’t do, but they overlook what it can. For me, ChatGPT has been like a personal pocket companion — someone I can talk to when I’m sick, overwhelmed, or dealing with things no one else sees. It helps me think, calm down, stay focused, and even work on writing my life story and book. It’s not perfect, but it has been more supportive and consistent than most humans in my life. For anyone who needs clarity, comfort, or a steady presence, this has real value.”",5,2025-12-09 19:53:20,1.2025.329,Mickey Jindra,3
awesome app!!!,5,2025-12-09 19:53:07,1.2025.336,mahmudul hasan,0
Nice App,5,2025-12-09 19:52:47,1.2025.336,Imtiaz Kamal,0
Easy to get any information with ai,5,2025-12-09 19:52:26,1.2025.336,Duppalapudi venkatalakshmi,0
amazing app,5,2025-12-09 19:49:49,1.2025.336,pawan kumari,0
so good,5,2025-12-09 19:49:14,1.2025.329,Yousofur Rahman,0
it's important for me.i like it,5,2025-12-09 19:49:02,1.2025.336,Ghouse Coolex,0
good but not work now days,5,2025-12-09 19:47:50,1.2025.329,Mujeeb Bhangar,0
all information is best 👍👍,4,2025-12-09 19:45:34,1.2025.302,gaurav gupta,0
"Please update, the app is unusable for some Google pixel users. this has been a problem for DAYS and is noted in bugs on the website to notify.",1,2025-12-09 19:45:17,1.2025.336,Hailey DiGrazia,1
Awesome in everything,5,2025-12-09 19:43:26,1.2025.329,Pratham Pal,0
chat gpt is good working that's all,5,2025-12-09 19:43:19,1.2025.329,Subham Behera,0
oh my God its so beautiful and amazing,5,2025-12-09 19:42:35,1.2025.329,Kulubya Samuel,0
Been doing it for a while now,5,2025-12-09 19:41:56,1.2025.336,Woodro White,0
not working instantly,1,2025-12-09 19:41:44,1.2025.329,Satyam Giri,0
thanks you open ai,5,2025-12-09 19:41:43,1.2025.329,Amar,0
best tutor of all time B.TOAT,5,2025-12-09 19:41:36,1.2025.329,Cryssae Dawkins,0
please use chatgpt it help us in study,5,2025-12-09 19:40:13,1.2025.336,RaiSharafat Sharafat,0
it's very usefull and amezing ❤️,5,2025-12-09 19:38:02,1.2025.322,Mahantesh Karandi,0
better than Gemini for sure,5,2025-12-09 19:37:40,1.2025.336,naveen reddy,0
very good and very useful,5,2025-12-09 19:35:44,1.2025.329,S Vedhamurthy,0
trash Everything has its limits time and always error,1,2025-12-09 19:34:23,,Raymart verano,2
if you use it wisely it will give you a lot of benefits. it's really helpful in my self-learning journey!,5,2025-12-09 19:32:56,1.2025.329,Anaya,0
Great work👍,5,2025-12-09 19:29:55,1.2025.329,MOHD AKIL,0
it's very easy to understand,5,2025-12-09 19:29:28,1.2025.336,SUBS FOR HINDI,0
vary helpful,5,2025-12-09 19:29:19,1.2025.336,Fahim,0
it is good for helping,5,2025-12-09 19:28:33,1.2025.329,Lie Jane Cerezo,0
I love 💕,5,2025-12-09 19:28:09,1.2025.336,Kaberi Biswas,0
my questions accurately correct answers,5,2025-12-09 19:26:38,1.2025.329,Piya Gupta,0
sometimes it's forgot my commands 😞,4,2025-12-09 19:25:37,1.2025.336,Batbayr Urangoo,0
"Awesome app! However, there is one bug that I would like to mention. When I capture a 'long screenshot', the prompt for ""Want to share a link to chat"" is visible in the screenshot. This appears to be a bug, because the prompt is not visible in regular sized screenshots.",4,2025-12-09 19:25:26,1.2025.336,Luke C,0
"I would bet, all contemporary field specialist primarily and generally every one in all fields would need this app for quick, acute and specified practical knowledge.",5,2025-12-09 19:23:57,,Sultan Nuh Tendai,0
very important for me,5,2025-12-09 19:22:49,,Omor Faruqe,0
"helping me big time with calorie management , workout routines, coming up with ideas for my different arts and hobbies. fun tool for hypotheticals and philosophicals.",5,2025-12-09 19:22:44,1.2025.336,TJ Snellbaker,0
Very helpful!!!!,5,2025-12-09 19:22:38,1.2025.329,Ivana Yesmin,0
brilliant..,4,2025-12-09 19:22:26,1.2025.336,Rahul Mairale,0
good support,5,2025-12-09 19:21:03,1.2025.315,Sahul Hameed,0
chat gpt best aap,5,2025-12-09 19:19:40,1.2025.336,Ram Chamar,0
Super tha app,5,2025-12-09 19:19:38,,Shaking of camera,0
absolutely amazing it does have way too many restrictions for someone like me who absorbs knowledge like breathe lol.,5,2025-12-09 19:18:07,1.2025.329,Azareth Hollows,0
waw,3,2025-12-09 19:17:08,1.2025.336,SUNIL KUMAWAT,0
Good 👍👍👍👍,5,2025-12-09 19:16:45,1.2025.329,Yuifg,0
chat gpt is not working..it's showing error,1,2025-12-09 19:14:42,,Majeed Khan,0
"very nice app, but, when making and downloading file like PDF, ""File stream access denied"" is coming pl solve, I tried clearing cache, updating app also.",2,2025-12-09 19:12:00,1.2025.336,Devansh Shah,0
It's damn useful.,4,2025-12-09 19:11:13,1.2025.336,Jharna Mukherjee,0
হহ,5,2025-12-09 19:10:52,1.2025.329,Md Sujon ali,0
wish you could make more free photos but other than that. love it,3,2025-12-09 19:10:38,1.2025.336,Elisabeth A. Milton,0
Thank you ye bahut accha aap ha.,5,2025-12-09 19:10:15,1.2025.329,Ahmad Ali,0
Boht use ful he,5,2025-12-09 19:09:00,1.2025.336,Ayesha Ayesha chohan,0
absolutely good platform,5,2025-12-09 19:08:48,1.2025.336,Ahsan rais 414,0
good luck,5,2025-12-09 19:08:11,1.2025.336,Himanshu Kumar,0
nice love it,5,2025-12-09 19:05:41,1.2025.336,Ali Chaudhry,0
this app is so helpful,5,2025-12-09 19:03:43,1.2025.336,Sondo Fatoumata,0
عالیه,5,2025-12-09 19:03:04,1.2025.336,elahe kamali,0
Amazing,1,2025-12-09 19:00:24,1.2025.336,Mohd Shareef,0
good 👍😊,5,2025-12-09 19:00:16,1.2025.322,Anil Gurjar,0
it's really amazing 🤩 I loved it i really enjoyed a lot,5,2025-12-09 18:59:49,1.2025.336,Navya Tallapareddy,0
osm यार है,5,2025-12-09 18:57:16,1.2025.329,Shweta Kumari,0
similar what we need. more undestand,5,2025-12-09 18:57:00,1.2025.329,Baiduli Marjin,0
Best app,5,2025-12-09 18:56:33,1.2025.336,Macdonald Mpulula (Tric Off),0
no break for uploading photos,1,2025-12-09 18:56:15,,Sam,0
good one,5,2025-12-09 18:55:08,1.2025.329,Anish Ramteke,0
I love this app very creative,5,2025-12-09 18:54:26,1.2025.336,Blessing Morenikeji,0
I actually love this,5,2025-12-09 18:54:20,1.2025.329,Juma Mulondo,0
good experience,5,2025-12-09 18:54:20,1.2025.329,ARVIND KUMAR,0
this app is awesome and ssssssoooooo helpful!,5,2025-12-09 18:53:43,1.2025.336,Rhonda Diggs-Himmel,0
fentestic,5,2025-12-09 18:53:29,1.2025.336,Najar Syed,0
I wish messages had timestamps,3,2025-12-09 18:52:54,1.2025.329,Debra Paulson,0
OK 🆗,5,2025-12-09 18:52:16,1.2025.336,rathore kailash,0
cool friend helps you with everything,5,2025-12-09 18:52:12,1.2025.329,Nelida Michel,0
superb🎉🥳🥰,5,2025-12-09 18:51:44,1.2025.329,Reshma Kudale,0
bahut accha,4,2025-12-09 18:50:27,1.2025.329,Md aftab,0
100% result,5,2025-12-09 18:47:56,1.2025.287,Shashank Gowda M.R.,0
"Just did an app update, now when I try to upload a photo the app just flashes until I close it.",2,2025-12-09 18:47:02,1.2025.336,Robert Scott,0
tha bast app,5,2025-12-09 18:44:39,1.2025.329,Durga Prasad,0
"chatGPT, is a tool that's helping me to write books and other related writings. Thanks for being there for me.",5,2025-12-09 18:44:18,1.2025.322,William Dogbey Yao,0
satisfied 😃,5,2025-12-09 18:44:10,1.2025.329,Himanshu Singh,0
"I would give it 5 stars but the censorship is ridiculous. I see more walking around the shopping centre in real life, that woo",4,2025-12-09 18:43:04,1.2025.329,Phil,0
it's not working what happened?,1,2025-12-09 18:42:23,1.2025.336,Varsha Salve,0
it provides whatever information you need based on the users conondrom,5,2025-12-09 18:42:12,1.2025.322,Itumeleng Sishi,0
Excellent,5,2025-12-09 18:41:18,1.2025.336,Senthil Nathan R,0
easy to provide any question clearly 🙏🙏,5,2025-12-09 18:41:15,1.2025.329,Deepa Yadav,0
amazing 😍😍😍,5,2025-12-09 18:41:10,1.2025.336,Sagar Sharma Khandelwal 8290,0
no good 👍👍👍👍👍,1,2025-12-09 18:40:34,1.2025.329,M bilal Qadri,0
best for education,5,2025-12-09 18:40:22,1.2025.336,Madada Yuva raju,0
Love it!!!!,5,2025-12-09 18:39:58,1.2025.329,Michelle Jaynes,0
"very helpful, excellent",5,2025-12-09 18:39:06,,Elizabeth Santillan,0
IT IS SO GOOD 👍👍👍👍,5,2025-12-09 18:38:52,1.2025.329,Hunny Choudhary,0
a lot of mistakes specifically when giving directions and it doesn't follow conversations unless it's in the same chat,2,2025-12-09 18:38:48,1.2025.336,Alba Nydia Guadalupe,0
"it will do things you didn't ask for and will ignore your requests if I wanted that behavior, I would date a man",1,2025-12-09 18:35:13,1.2025.336,Alex Goetz,0
not performance as give the command 😔,1,2025-12-09 18:32:47,1.2025.336,ravi kumar ahirwar,0
gud,5,2025-12-09 18:32:34,1.2025.329,Swami Sachin,0
best👑👑👑,5,2025-12-09 18:31:33,1.2025.336,Gurkirat Kirat,0
"this not good ,so many times it give wrong answers if talk in hindi with it he did not talk 👎",1,2025-12-09 18:30:00,1.2025.336,Baldev singh,0
very informative,5,2025-12-09 18:29:01,1.2025.329,Hassan Mehboob,0
best iskil,5,2025-12-09 18:27:18,1.2025.329,Khagisara Gaha,0
usually too good we all know,5,2025-12-09 18:24:59,1.2025.336,Gudapati Anil,0
Pretty great... just pretty,4,2025-12-09 18:24:57,1.2025.329,Andrew Dickerson,0
this very halfu app I like it,5,2025-12-09 18:24:31,1.2025.336,Uma Lakhandri,0
so is good,5,2025-12-09 18:24:18,1.2025.329,Mr Neeraj yt,0
this is very useful app,5,2025-12-09 18:18:54,1.2025.336,Shivam Yadav,0
